time		Ez		Er		Ephi		Bz		Br		Bphi		Pout		Vin		
2.92518e-10		0		0		0		0		0		0		0		-28467		0
2.94405e-10		0		0		0		0		0		0		0		-28674.2		0
2.96293e-10		0		0		0		0		0		0		0		-28881		0
2.9818e-10		0		0		0		0		0		0		0		-29087.5		0
3.00067e-10		0		0		0		0		0		0		0		-29294.1		0
3.01954e-10		0		0		0		0		0		0		0		-29500.9		0
3.03841e-10		0		0		0		0		0		0		0		-29708.1		0
3.05729e-10		0		0		0		0		0		0		0		-29915.7		0
3.07616e-10		0		0		0		0		0		0		0		-30123.6		0
3.09503e-10		0		0		0		0		0		0		0		-30331.7		0
3.1139e-10		0		0		0		0		0		0		0		-30539.6		0
3.13278e-10		0		0		0		0		0		0		0		-30747.3		0
3.15165e-10		0		0		0		0		0		0		0		-30954.6		0
3.17052e-10		0		0		0		0		0		0		0		-31161.5		0
3.18939e-10		0		0		0		0		0		0		0		-31368.3		0
3.20826e-10		0		0		0		0		0		0		0		-31575		0
3.22714e-10		0		0		0		0		0		0		0		-31782		0
3.24601e-10		0		0		0		0		0		0		0		-31989.2		0
3.26488e-10		0		0		0		0		0		0		0		-32196.9		0
3.28375e-10		0		0		0		0		0		0		0		-32404.9		0
3.30262e-10		0		0		0		0		0		0		0		-32613.1		0
3.3215e-10		0		0		0		0		0		0		0		-32821.4		0
3.34037e-10		0		0		0		0		0		0		0		-33029.5		0
3.35924e-10		0		0		0		0		0		0		0		-33237.4		0
3.37811e-10		0		0		0		0		0		0		0		-33445.2		0
3.39699e-10		0		0		0		0		0		0		0		-33653.1		0
3.41586e-10		0		0		0		0		0		0		0		-33861.1		0
3.43473e-10		0		0		0		0		0		0		0		-34069.5		0
3.4536e-10		0		0		0		0		0		0		0		-34278.6		0
3.47247e-10		0		0		0		0		0		0		0		-34488.4		0
3.49135e-10		0		0		0		0		0		0		0		-34699		0
3.51022e-10		0		0		0		0		0		0		0		-34910.4		0
3.52909e-10		0		0		0		0		0		0		0		-35122.4		0
3.54796e-10		0		0		0		0		0		0		0		-35335.1		0
3.56683e-10		0		0		0		0		0		0		0		-35548.6		0
3.58571e-10		0		0		0		0		0		0		0		-35762.9		0
3.60458e-10		0		0		0		0		0		0		0		-35978.2		0
3.62345e-10		0		0		0		0		0		0		0		-36194.9		0
3.64232e-10		0		0		0		0		0		0		0		-36413.2		0
3.6612e-10		0		0		0		0		0		0		0		-36633.4		0
3.68007e-10		0		0		0		0		0		0		0		-36855.8		0
3.69894e-10		0		0		0		0		0		0		0		-37080.5		0
3.71781e-10		0		0		0		0		0		0		0		-37307.5		0
3.73668e-10		0		0		0		0		0		0		0		-37536.9		0
3.75556e-10		0		0		0		0		0		0		0		-37768.8		0
3.77443e-10		0		0		0		0		0		0		0		-38003.1		0
3.7933e-10		0		0		0		0		0		0		0		-38240		0
3.81217e-10		0		0		0		0		0		0		0		-38479.6		0
3.83104e-10		0		0		0		0		0		0		0		-38722.2		0
3.84992e-10		0		0		0		0		0		0		0		-38968		0
3.86879e-10		0		0		0		0		0		0		0		-39217.1		0
3.88766e-10		0		0		0		0		0		0		0		-39469.7		0
3.90653e-10		0		0		0		0		0		0		0		-39725.8		0
3.92541e-10		0		0		0		0		0		0		0		-39985.5		0
3.94428e-10		0		0		0		0		0		0		0		-40248.6		0
3.96315e-10		0		0		0		0		0		0		0		-40515.1		0
3.98202e-10		0		0		0		0		0		0		0		-40785		0
4.00089e-10		0		0		0		0		0		0		0		-41058.4		0
4.01977e-10		0		0		0		0		0		0		0		-41335.2		0
4.03864e-10		0		0		0		0		0		0		0		-41615.8		0
4.05751e-10		0		0		0		0		0		0		0		-41900.3		0
4.07638e-10		0		0		0		0		0		0		0		-42188.9		0
4.09525e-10		0		0		0		0		0		0		0		-42481.9		0
4.11413e-10		0		0		0		0		0		0		0		-42779.3		0
4.133e-10		0		0		0		0		0		0		0		-43081.3		0
4.15187e-10		0		0		0		0		0		0		0		-43387.8		0
4.17074e-10		0		0		0		0		0		0		0		-43698.9		0
4.18962e-10		0		0		0		0		0		0		0		-44014.7		0
4.20849e-10		0		0		0		0		0		0		0		-44335.1		0
4.22736e-10		0		0		0		0		0		0		0		-44660.2		0
4.24623e-10		0		0		0		0		0		0		0		-44990.1		0
4.2651e-10		0		0		0		0		0		0		0		-45324.9		0
4.28398e-10		0		0		0		0		0		0		0		-45664.7		0
4.30285e-10		0		0		0		0		0		0		0		-46009.2		0
4.32172e-10		0		0		0		0		0		0		0		-46358.6		0
4.34059e-10		0		0		0		0		0		0		0		-46712.5		0
4.35946e-10		0		0		0		0		0		0		0		-47070.7		0
4.37834e-10		0		0		0		0		0		0		0		-47433		0
4.39721e-10		0		0		0		0		0		0		0		-47799.1		0
4.41608e-10		0		0		0		0		0		0		0		-48168.9		0
4.43495e-10		0		0		0		0		0		0		0		-48542.1		0
4.45383e-10		0		0		0		0		0		0		0		-48918.8		0
4.4727e-10		0		0		0		0		0		0		0		-49298.7		0
4.49157e-10		0		0		0		0		0		0		0		-49681.8		0
4.51044e-10		0		0		0		0		0		0		0		-50068.2		0
4.52931e-10		0		0		0		0		0		0		0		-50457.5		0
4.54819e-10		0		0		0		0		0		0		0		-50849.8		0
4.56706e-10		0		0		0		0		0		0		0		-51244.7		0
4.58593e-10		0		0		0		0		0		0		0		-51642.2		0
4.6048e-10		0		0		0		0		0		0		0		-52041.9		0
4.62367e-10		0		0		0		0		0		0		0		-52443.7		0
4.64255e-10		0		0		0		0		0		0		0		-52847.4		0
4.66142e-10		0		0		0		0		0		0		0		-53253		0
4.68029e-10		0		0		0		0		0		0		0		-53660.4		0
4.69916e-10		0		0		0		0		0		0		0		-54069.6		0
4.71804e-10		0		0		0		0		0		0		0		-54480.6		0
4.73691e-10		0		0		0		0		0		0		0		-54893.4		0
4.75578e-10		0		0		0		0		0		0		0		-55308.1		0
4.77465e-10		0		0		0		0		0		0		0		-55724.6		0
4.79352e-10		0		0		0		0		0		0		0		-56143.1		0
4.8124e-10		2.22117e-259		-4.29975e-258		0		0		0		0		0		-56563.7		0
4.83127e-10		9.02194e-257		-1.75356e-255		0		0		0		-7.19286e-267		0		-56986.4		0
4.85014e-10		1.83187e-254		-3.57611e-253		0		0		0		-2.93538e-264		0		-57411.6		0
4.86901e-10		2.47996e-252		-4.86371e-251		0		0		0		-5.99016e-262		0		-57839.3		0
4.88788e-10		2.51894e-250		-4.96406e-249		0		0		0		-8.1522e-260		0		-58269.8		0
4.90676e-10		2.04806e-248		-4.05633e-247		0		0		0		-8.32575e-258		0		-58703.1		0
4.92563e-10		1.38878e-246		-2.76475e-245		0		0		0		-6.80763e-256		0		-59139.2		0
4.9445e-10		8.0798e-245		-1.61696e-243		0		0		0		-4.64295e-254		0		-59578.1		0
4.96337e-10		4.11777e-243		-8.28473e-242		0		0		0		-2.71715e-252		0		-60019.6		0
4.98225e-10		1.86773e-241		-3.77813e-240		0		0		0		-1.39305e-250		0		-60463.3		0
5.00112e-10		7.63483e-240		-1.55286e-238		0		0		0		-6.35679e-249		0		-60909		0
5.01999e-10		2.84137e-238		-5.81092e-237		0		0		0		-2.61437e-247		0		-61356.3		0
5.03886e-10		9.70827e-237		-1.99643e-235		0		0		0		-9.78934e-246		0		-61804.8		0
5.05773e-10		3.0669e-235		-6.34181e-234		0		0		0		-3.36539e-244		0		-62254.3		0
5.07661e-10		9.01175e-234		-1.87381e-232		0		0		0		-1.06972e-242		0		-62704.6		0
5.09548e-10		2.47581e-232		-5.1765e-231		0		0		0		-3.16268e-241		0		-63155.5		0
5.11435e-10		6.38825e-231		-1.34307e-229		0		0		0		-8.74257e-240		0		-63607		0
5.13322e-10		1.55426e-229		-3.28571e-228		0		0		0		-2.26974e-238		0		-64059.2		0
5.15209e-10		3.57818e-228		-7.6059e-227		0		0		0		-5.55625e-237		0		-64511.9		0
5.17097e-10		7.81915e-227		-1.67116e-225		0		0		0		-1.287e-235		0		-64965.3		0
5.18984e-10		1.62642e-225		-3.495e-224		0		0		0		-2.82957e-234		0		-65419.5		0
5.20871e-10		3.22836e-224		-6.9749e-223		0		0		0		-5.92143e-233		0		-65874.4		0
5.22758e-10		6.12917e-223		-1.33132e-221		0		0		0		-1.18248e-231		0		-66329.9		0
5.24646e-10		1.11532e-221		-2.43552e-220		0		0		0		-2.25849e-230		0		-66786.1		0
5.26533e-10		1.94898e-220		-4.27849e-219		0		0		0		-4.13432e-229		0		-67242.7		0
5.2842e-10		3.27631e-219		-7.23004e-218		0		0		0		-7.26743e-228		0		-67699.6		0
5.30307e-10		5.30681e-218		-1.17718e-216		0		0		0		-1.22888e-226		0		-68156.7		0
5.32194e-10		8.29472e-217		-1.84945e-215		0		0		0		-2.00213e-225		0		-68613.6		0
5.34082e-10		1.25282e-215		-2.80765e-214		0		0		0		-3.14756e-224		0		-69070.1		0
5.35969e-10		1.83085e-214		-4.1238e-213		0		0		0		-4.7814e-223		0		-69525.8		0
5.37856e-10		2.59187e-213		-5.86717e-212		0		0		0		-7.02738e-222		0		-69980.4		0
5.39743e-10		3.5584e-212		-8.09505e-211		0		0		0		-1.00048e-220		0		-70433.6		0
5.4163e-10		4.74276e-211		-1.08424e-209		0		0		0		-1.38128e-219		0		-70885		0
5.43518e-10		6.14281e-210		-1.41113e-208		0		0		0		-1.85127e-218		2.81617e-322		-71334.3		0
5.45405e-10		7.73862e-209		-1.78627e-207		0		0		0		-2.41101e-217		1.30285e-320		-71781.3		0
5.47292e-10		9.49064e-208		-2.20111e-206		0		0		0		-3.05397e-216		5.76841e-319		-72225.8		0
5.49179e-10		1.13401e-206		-2.64244e-205		0		0		0		-3.76571e-215		2.47966e-317		-72667.7		0
5.51067e-10		1.32119e-205		-3.09295e-204		0		0		0		-4.52375e-214		1.03773e-315		-73106.8		0
5.52954e-10		1.50194e-204		-3.53232e-203		0		0		0		-5.29851e-213		4.22998e-314		-73543		0
5.54841e-10		1.66718e-203		-3.93883e-202		0		0		0		-6.05523e-212		1.68012e-312		-73976		0
5.56728e-10		1.80816e-202		-4.2912e-201		0		0		0		-6.75659e-211		6.50534e-311		-74405.7		0
5.58615e-10		1.91729e-201		-4.57052e-200		0		0		0		-7.36596e-210		2.45644e-309		-74831.9		0
5.60503e-10		1.98879e-200		-4.76193e-199		0		0		0		-7.85068e-209		9.04936e-308		-75254.4		0
5.6239e-10		2.01923e-199		-4.85598e-198		0		0		0		-8.18496e-208		3.25366e-306		-75672.8		0
5.64277e-10		2.00777e-198		-4.84931e-197		0		0		0		-8.35224e-207		1.14217e-304		-76087.2		0
5.66164e-10		1.9561e-197		-4.74476e-196		0		0		0		-8.3464e-206		3.91605e-303		-76497.3		0
5.68051e-10		1.86824e-196		-4.55084e-195		0		0		0		-8.17199e-205		1.31183e-301		-76903.2		0
5.69939e-10		1.75e-195		-4.28072e-194		0		0		0		-7.84333e-204		4.29508e-300		-77305.2		0
5.71826e-10		1.60844e-194		-3.95078e-193		0		0		0		-7.3828e-203		1.3749e-298		-77703.4		0
5.73713e-10		1.45117e-193		-3.57912e-192		0		0		0		-6.81842e-202		4.30443e-297		-78098.2		0
5.756e-10		1.28574e-192		-3.18402e-191		0		0		0		-6.18122e-201		1.31839e-295		-78490		0
5.77488e-10		1.11913e-191		-2.78261e-190		0		0		0		-5.50264e-200		3.95178e-294		-78879.5		0
5.79375e-10		9.5735e-191		-2.38985e-189		0		0		0		-4.81222e-199		1.15954e-292		-79266.9		0
5.81262e-10		8.05146e-190		-2.01785e-188		0		0		0		-4.13583e-198		3.33163e-291		-79652.7		0
5.83149e-10		6.65957e-189		-1.67555e-187		0		0		0		-3.49445e-197		9.37615e-290		-80037.4		0
5.85036e-10		5.41915e-188		-1.36875e-186		0		0		0		-2.90368e-196		2.5853e-288		-80421.1		0
5.86924e-10		4.3398e-187		-1.10034e-185		0		0		0		-2.37364e-195		6.98612e-287		-80804.3		0
5.88811e-10		3.42134e-186		-8.70777e-185		0		0		0		-1.90951e-194		1.8506e-285		-81187.1		0
5.90698e-10		2.65609e-185		-6.78564e-184		0		0		0		-1.51217e-193		4.80676e-284		-81569.7		0
5.92585e-10		2.03111e-184		-5.20842e-183		0		0		0		-1.1792e-192		1.22452e-282		-81952.2		0
5.94472e-10		1.53035e-183		-3.93889e-182		0		0		0		-9.05745e-192		3.06029e-281		-82334.7		0
5.9636e-10		1.13641e-182		-2.93571e-181		0		0		0		-6.85453e-191		7.50488e-280		-82717.3		0
5.98247e-10		8.31902e-182		-2.15693e-180		0		0		0		-5.11235e-190		1.8064e-278		-83100		0
6.00134e-10		6.00506e-181		-1.56262e-179		0		0		0		-3.75879e-189		4.26845e-277		-83482.8		0
6.02021e-10		4.27538e-180		-1.11654e-178		0		0		0		-2.72503e-188		9.90405e-276		-83865.8		0
6.03909e-10		3.00295e-179		-7.8704e-178		0		0		0		-1.94848e-187		2.25703e-274		-84249		0
6.05796e-10		2.08131e-178		-5.47425e-177		0		0		0		-1.37444e-186		5.05284e-273		-84632.2		0
6.07683e-10		1.42375e-177		-3.75796e-176		0		0		0		-9.56666e-186		1.11148e-271		-85015.4		0
6.0957e-10		9.61472e-177		-2.54669e-175		0		0		0		-6.57197e-185		2.40282e-270		-85398.7		0
6.11457e-10		6.41112e-176		-1.70406e-174		0		0		0		-4.45683e-184		5.10605e-269		-85782		0
6.13345e-10		4.22195e-175		-1.12607e-173		0		0		0		-2.98431e-183		1.06679e-267		-86165.3		0
6.15232e-10		2.74638e-174		-7.35037e-173		0		0		0		-1.97349e-182		2.19172e-266		-86548.7		0
6.17119e-10		1.76505e-173		-4.74017e-172		0		0		0		-1.2891e-181		4.42881e-265		-86932.2		0
6.19006e-10		1.12095e-172		-3.02066e-171		0		0		0		-8.31916e-181		8.80369e-264		-87316.1		0
6.20893e-10		7.03595e-172		-1.90245e-170		0		0		0		-5.30515e-180		1.72186e-262		-87700.4		0
6.22781e-10		4.3656e-171		-1.18441e-169		0		0		0		-3.34363e-179		3.31408e-261		-88085.4		0
6.24668e-10		2.67808e-170		-7.29027e-169		0		0		0		-2.08314e-178		6.27822e-260		-88471.4		0
6.26555e-10		1.62455e-169		-4.43721e-168		0		0		0		-1.28313e-177		1.17083e-258		-88858.6		0
6.28442e-10		9.74633e-169		-2.67099e-167		0		0		0		-7.81536e-177		2.14983e-257		-89247.4		0
6.3033e-10		5.78386e-168		-1.59037e-166		0		0		0		-4.70785e-176		3.88724e-256		-89638.2		0
6.32217e-10		3.3957e-167		-9.36817e-166		0		0		0		-2.80518e-175		6.92272e-255		-90031.1		0
6.34104e-10		1.97259e-166		-5.46017e-165		0		0		0		-1.6536e-174		1.21444e-253		-90426.6		0
6.35991e-10		1.13399e-165		-3.14932e-164		0		0		0		-9.64483e-174		2.099e-252		-90824.9		0
6.37878e-10		6.4521e-165		-1.79783e-163		0		0		0		-5.56696e-173		3.57475e-251		-91226.2		0
6.39766e-10		3.63392e-164		-1.01592e-162		0		0		0		-3.18026e-172		5.99989e-250		-91630.7		0
6.41653e-10		2.02624e-163		-5.68342e-162		0		0		0		-1.79841e-171		9.92588e-249		-92038.4		0
6.4354e-10		1.11867e-162		-3.14816e-161		0		0		0		-1.00682e-170		1.61877e-247		-92449.5		0
6.45427e-10		6.116e-162		-1.72686e-160		0		0		0		-5.58102e-170		2.60288e-246		-92863.9		0
6.47314e-10		3.3116e-161		-9.3813e-160		0		0		0		-3.06357e-169		4.12702e-245		-93281.6		0
6.49202e-10		1.7761e-160		-5.04812e-159		0		0		0		-1.66552e-168		6.45342e-244		-93702.7		0
6.51089e-10		9.43645e-160		-2.69097e-158		0		0		0		-8.96873e-168		9.95343e-243		-94127.2		0
6.52976e-10		4.96718e-159		-1.42118e-157		0		0		0		-4.78437e-167		1.51441e-241		-94555.1		0
6.54863e-10		2.59073e-158		-7.43711e-157		0		0		0		-2.52861e-166		2.27331e-240		-94986.5		0
6.56751e-10		1.33903e-157		-3.85673e-156		0		0		0		-1.3242e-165		3.36721e-239		-95421.3		0
6.58638e-10		6.8591e-157		-1.98218e-155		0		0		0		-6.872e-165		4.92194e-238		-95859.5		0
6.60525e-10		3.48252e-156		-1.00977e-154		0		0		0		-3.53446e-164		7.10082e-237		-96300.9		0
6.62412e-10		1.75273e-155		-5.09919e-154		0		0		0		-1.80185e-163		1.01121e-235		-96745.4		0
6.64299e-10		8.74535e-155		-2.55284e-153		0		0		0		-9.10571e-163		1.42161e-234		-97192.6		0
6.66187e-10		4.32635e-154		-1.26717e-152		0		0		0		-4.56199e-162		1.97325e-233		-97642		0
6.68074e-10		2.12223e-153		-6.23703e-152		0		0		0		-2.26612e-161		2.70456e-232		-98093.3		0
6.69961e-10		1.03235e-152		-3.04433e-151		0		0		0		-1.1162e-160		3.66075e-231		-98545.7		0
6.71848e-10		4.98046e-152		-1.47373e-150		0		0		0		-5.45221e-160		4.89385e-230		-98998.8		0
6.73735e-10		2.38318e-151		-7.07617e-150		0		0		0		-2.6413e-159		6.46231e-229		-99451.8		0
6.75623e-10		1.13117e-150		-3.37031e-149		0		0		0		-1.26915e-158		8.43e-228		-99904.2		0
6.7751e-10		5.32626e-150		-1.59247e-148		0		0		0		-6.04927e-158		1.08646e-226		-100355		0
6.79397e-10		2.48815e-149		-7.46517e-148		0		0		0		-2.86037e-157		1.38355e-225		-100805		0
6.81284e-10		1.15325e-148		-3.47227e-147		0		0		0		-1.34186e-156		1.74107e-224		-101252		0
6.83172e-10		5.30401e-148		-1.6026e-146		0		0		0		-6.24597e-156		2.16529e-223		-101698		0
6.85059e-10		2.42075e-147		-7.34032e-146		0		0		0		-2.8849e-155		2.66159e-222		-102140		0
6.86946e-10		1.09647e-146		-3.33667e-145		0		0		0		-1.32232e-154		3.23396e-221		-102580		0
6.88833e-10		4.92918e-146		-1.50542e-144		0		0		0		-6.01527e-154		3.88451e-220		-103018		0
6.9072e-10		2.19948e-145		-6.74181e-144		0		0		0		-2.71591e-153		4.61306e-219		-103454		0
6.92608e-10		9.74238e-145		-2.99714e-143		0		0		0		-1.21718e-152		5.41667e-218		-103887		0
6.94495e-10		4.28391e-144		-1.32275e-142		0		0		0		-5.41506e-152		6.28935e-217		-104319		0
6.96382e-10		1.87015e-143		-5.79596e-142		0		0		0		-2.39163e-151		7.22186e-216		-104750		0
6.98269e-10		8.10597e-143		-2.5216e-141		0		0		0		-1.04872e-150		8.20166e-215		-105180		0
7.00156e-10		3.48863e-142		-1.08933e-140		0		0		0		-4.56591e-150		9.21299e-214		-105610		0
7.02044e-10		1.49093e-141		-4.67315e-140		0		0		0		-1.97393e-149		1.02373e-212		-106040		0
